board,item_type,item,status,evidence
tsal,net,$1N131,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N133,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N134,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N15,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N18,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N19,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N21,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N223,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N224,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N23,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N285,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N286,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N345,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N374,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N381,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N382,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N389,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N405,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N41,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N417,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N418,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N420,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N421,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N48,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N5,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N61,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,$1N7,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,+5VG,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,+5VR,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,0.3VG,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,0.75VG,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,0.75VR,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,12V ,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,GND ,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,GREEN_OUT_K,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,MAINN#,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,MAINN_ACTUAL,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,MAINN_DISCONNECT,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,MAINN_DISCONNECT#,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,MAINP#,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,MAINP_ACTUAL,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,MAINP_DISCONNECT,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,MAINP_DISCONNECT#,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,PRE#,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,PRE_ACTUAL,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,PRE_DISCONNECT,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,PRE_DISCONNECT#,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,RED_OUT_K,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,REL_FAULT_SET,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,REL_FAULT_SET_RAW,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,SENSOR_READY,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,V_BATTERY,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,V_CONTROLLER,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,V_DISCONNECT,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,V_DISCONNECT#,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
tsal,net,V_SAFE,covered,tsal_rule_timing.cir;tsal_power_scs_matrix.cir;all_scs_long_line_matrix.cir
relay,component,C0603,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,C0805,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,C1,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,C10,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,C11,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,C12,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,C2,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,C3,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,C7,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,D6,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,D7,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,F1,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,F2920,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,LED0603,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,LED8,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,R0603,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,R1,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,R2,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,R29,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,R3,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,R4,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,R5,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,R6,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,U1,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,U10,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,U11,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,U12,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,U13,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,component,U2,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir
relay,net,$1N24,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,$1N49,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,$1N60,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,+5V,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,12V ,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,GND ,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,MAINN#,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,MAINN_1,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,MAINN_2,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,MAINN_ACTUAL,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,MAINP#,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,MAINP_1,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,MAINP_2,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,MAINP_ACTUAL,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,PRE#,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,PRE_1,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,PRE_2,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
relay,net,PRE_ACTUAL,covered,relay_detection_timing.cir;relay_scs_fault_matrix.cir;all_scs_long_line_matrix.cir
